,gr_pass,gr_pers,grit1,grit2_r,grit3_r,grit4,grit5_r,grit6,grit7_r,grit8_r,grit9,grit10,grit11_r,grit12,Grit,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,bfi45,bfi46,bfi47,bfi48,bfi49,bfi50,bfi51,bfi52,bfi53,bfi54,bfi55,bfi56,bfi57,bfi58,bfi59,bfi60,O,C,E,A,N,wplgrit1,wplgrit2,wplgrit3,wplgrit4,wplgrit5,wplgrit6,wplgrit7,wplgrit8,wplgrit9,wplgrit10,wplgrit11,wplgrit12,givetake1,givetake2,givetake3,givetake4,givetake5,givetake6,givetake7,givetake8,givetake9,givetake10,givetake11,givetake12,givetake13,Generosity,coach1,coach2,coach3,coach4,coach5,coach6,coach7,coach8,coach9,coach10,coachability,hop1,hop2,hop3,hop4,hop5,hop6,hop7,hop8,hop9,hop10,hop11,hop12,hop13,hop14,hop15,hop16,hop17,scg1_goal1,scg1_goal2,scg1_goal3,scg2_goal1,scg2_goal2,scg2_goal3,scg3_goal1,scg3_goal2,scg3_goal3,scg4_goal1,scg4_goal2,scg4_goal3,scg5_goal1,scg5_goal2,scg5_goal3,birthyr,gender,work_hrs,work_status,work_employer,educ,SATACT,income,birthyr2,age,gender_b,gritrubric,grit_pass,grit_pers,sc2_r,sc3_r,sc4_r,sc5_r,sc7_r,sc9_r,sc10_r,sc12_r,sc13_r,sc,wplgrit,wplpass,wplpers,op,hp,work_time,work_like,work_import,work_pass,work_ident,scg1_goal1_r,scg1_goal2_r,scg1_goal3_r,scg2_goal1_r,scg2_goal2_r,scg2_goal3_r,scg,bfi49_r,bfi51_r,bfi54_r,bfi56_r,bfi57_r,bfi60_r,bfi25_r,bfi28_r,bfi31_r,bfi32_r,bfi33_r,bfi34_r,bfi1_r,bfi4_r,bfi7_r,bfi8_r,bfi11_r,bfi12_r,bfi14_r,bfi16_r,bfi19_r,bfi20_r,bfi23_r,bfi24_r,bfi37_r,bfi39_r,bfi43_r,bfi44_r,bfi45_r,bfi47_r,N_r
70,3,4,4,3,4,3,4,4,2,3,4,4,2,4,3.416666667,4,3,2,2,4,3,3,3,4,2,4,3,4,3,4,4,2,3,3,4,4,4,4,2,2,4,2,4,2,4,4,2,2,4,4,2,2,2,4,5,1,4,4,2,2,2,2,5,4,4,2,2,4,2,2,4,4,4,2,3,2,4,4,4,4,2,2,4,4,2,4,4,2,3.333333333,4.25,3.416666667,4,3.583333333,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,3,2,2,4,4,2,5,4,4,4,4,3,3,4,3.7,4,2,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,6,5,5,1,1,1,6,6,6,5,6,5,5,5,6,61,0,2,1,1,6,1210,7,1985,35,0,3.5,3,3.833333333,3,4,4,2,3,2,4,3,2,3.153846154,4,4.142857143,3.8,3.5,4,4,4,4,4,4,2,3,3,7,7,7,5.25,2,2,4,2,4,4,4,5,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,2,4,2,2,2,3,2.416666667
71,5,6,5,5,5,4,5,5,5,5,5,5,4,5,4.833333333,4,4,2,2,2,3,4,3,2,2,5,2,3,3,4,3,4,4,4,3,1,4,4,1,1,5,2,4,1,4,5,2,1,4,5,3,3,1,5,5,1,5,5,2,2,4,4,4,4,4,5,1,4,3,2,4,5,2,4,3,4,2,5,2,5,4,2,5,2,1,4,5,1,4.5,4.166666667,3.833333333,4.25,2.75,4,5,5,2,4,2,5,5,4,5,5,4,5,5,5,4,4,2,5,5,1,5,5,4,2,4.6,1,1,5,5,3,3,5,3,5,5,3.6,4,2,4,3,5,5,1,5,1,5,4,2,5,5,5,5,5,1,1,1,6,7,5,7,7,7,7,7,7,4,6,4,67,1,2,1,3,6,1840,6,1991,29,1,5.5,4.833333333,4.833333333,2,4,4,4,2,4,4,4,3,3.538461538,4.166666667,3.857142857,4.6,2.166666667,4.666666667,5,5,5,5,5,7,7,7,2,1,3,5.75,4,4,4,4,5,5,5,5,4,4,2,2,3,2,3,5,5,5,4,5,4,5,3,3,2,5,2,1,4,3,3.25
72,1,3,5,4,3,4,3,4,3,4,5,4,3,5,3.916666667,3,2,1,3,3,3,1,3,2,1,4,2,2,4,3,4,3,2,1,4,2,3,2,2,3,4,2,4,2,4,4,2,1,4,4,1,2,2,4,4,1,4,4,1,2,1,1,4,4,5,1,5,2,1,1,4,4,4,2,4,1,2,3,1,4,4,2,4,4,2,4,4,2,3.833333333,4.333333333,2.75,4.166666667,4.5,4,5,4,2,3,2,5,5,3,5,3,2,3,4,1,2,4,1,5,2,1,4,2,4,4,2.8,4,2,5,5,3,2,4,2,4,5,3.6,4,2,4,2,5,2,1,4,1,4,2,2,3,5,4,4,3,3,2,3,5,6,3,7,6,6,3,7,7,2,4,3,49,0,2,1,1,3,NA,10,1973,47,0,2,3.333333333,4.5,4,5,3,3,5,4,5,4,4,3.846153846,3.583333333,3.571428571,3.6,1.666666667,3.833333333,3,5,4,4,3,5,6,5,3,2,5,5.166666667,4,5,4,2,4,4,4,5,5,4,5,5,2,3,2,4,4,3,4,4,4,5,5,4,1,1,2,2,2,2,1.5
73,2,2,4,4,4,3,4,5,4,4,4,4,4,4,4,3,2,1,1,2,3,3,3,2,2,4,2,1,4,2,2,4,1,1,4,4,2,2,2,4,5,1,4,1,4,5,1,1,4,4,2,4,1,4,4,1,4,5,1,2,2,2,4,4,2,4,2,4,4,4,2,4,4,2,4,2,2,2,4,4,4,2,4,1,2,4,4,2,3.75,4.333333333,2,4.333333333,2.833333333,4,4,2,2,4,4,4,5,4,4,4,4,5,4,5,5,5,1,4,4,2,2,4,1,4,4.8,4,2,5,5,5,4,4,4,5,5,4.3,2,4,5,2,2,2,2,2,1,2,2,2,4,4,4,2,2,6,5,5,7,7,6,7,6,7,3,2,6,6,7,5,42,1,3,1,1,4,NA,8,1966,54,1,2,4,4,4,5,5,4,3,4,4,4,5,3.923076923,3.75,3.428571429,4.2,2.166666667,2.5,4,4,4,2,2,2,3,3,1,1,2,3.583333333,4,2,4,5,4,4,5,5,5,4,4,4,2,2,2,2,4,2,5,5,5,5,4,2,4,4,4,2,2,2,3.166666667
74,4,5,4,4,3,4,4,5,4,4,4,5,4,4,4.083333333,4,2,1,2,2,4,2,3,2,2,4,1,2,2,3,4,2,3,3,3,3,4,4,2,2,4,2,4,4,4,4,2,2,4,3,2,3,2,4,4,2,4,4,1,2,2,1,4,4,4,2,4,4,2,2,4,4,4,2,4,2,2,4,1,4,4,3,4,3,2,4,4,2,3.916666667,4.166666667,3.583333333,3.666666667,3.833333333,4,5,3,2,3,2,3,5,4,5,5,4,4,4,4,4,4,2,2,2,4,4,3,2,3,4,3,3,4,4,4,4,3,4,4,4,3.7,4,2,4,2,3,3,2,4,2,3,1,1,3,4,4,3,3,3,3,3,2,2,2,7,7,7,6,6,6,6,6,6,49,1,1,1,1,6,NA,5,1973,47,1,4.5,3.833333333,4.333333333,4,5,4,4,4,4,4,5,4,4.076923077,3.75,3.142857143,4.6,1.666666667,3.5,3,4,4,3,3,5,5,5,6,6,6,6,4,5,3,3,4,4,4,4,5,4,4,5,4,4,3,3,4,4,4,2,4,4,4,3,2,2,2,2,2,2,2.166666667
75,3,3,4,3,3,3,3,4,3,2,4,3,2,2,3,4,4,5,4,4,4,3,2,3,3,2,4,4,4,3,4,4,3,3,4,4,3,4,4,4,5,3,4,4,4,5,4,3,3,4,4,3,4,4,5,4,3,3,4,3,3,3,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,3.166666667,3.166666667,2.666666667,3.333333333,3.25,5,4,3,4,4,4,4,4,5,3,4,3,4,4,5,4,3,4,5,4,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4.2,4,3,5,4,4,4,3,5,5,4,4,5,4,4,3,5,5,7,7,6,6,5,5,5,6,5,7,5,6,6,5,6,58,1,3,1,1,6,NA,7,1982,38,1,3,2.666666667,3.333333333,2,1,2,2,3,3,3,2,2,2.461538462,3.916666667,4,3.8,4,4.333333333,4,4,3,5,5,1,1,2,2,3,3,3.833333333,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,1,2,2,2,2.75
76,4,3,4,2,2,4,2,5,3,1,4,5,2,3,3.083333333,4,4,4,4,5,4,5,5,5,4,4,5,3,5,4,4,5,4,4,4,4,3,4,5,5,5,4,5,5,4,5,3,5,4,4,4,5,4,4,5,4,4,5,3,4,3,4,5,5,4,3,3,5,4,5,5,3,5,5,5,4,5,5,4,4,3,4,4,3,4,4,5,4,3.083333333,3.5,2.583333333,3.083333333,2.916666667,4,4,5,5,5,5,5,5,5,3,4,3,4,5,4,5,5,4,4,4,5,4,5,4,5,4.6,4,4,5,5,5,4,4,4,4,4,4.3,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,5,4,6,7,5,6,5,7,6,7,6,5,6,7,6,7,6,49,0,2,1,1,6,NA,5,1973,47,0,3.5,2,4.166666667,2,2,2,1,1,1,2,1,3,2.461538462,4.416666667,4.714285714,4,4.5,4.333333333,4,4,5,5,4,2,1,3,2,3,1,4.083333333,1,2,2,3,2,2,2,2,3,2,3,2,1,1,2,2,1,1,2,1,3,1,2,1,2,3,1,3,1,1,3.083333333
77,4,2,4,2,3,4,2,3,3,3,5,4,3,4,3.333333333,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,3,5,4,4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,3,5,2.916666667,2.916666667,2.916666667,3,3.083333333,3,4,3,4,4,4,4,4,3,4,3,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3.6,3,4,3,3,4,3,4,3,4,4,3.5,4,2,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,5,6,7,6,5,6,5,6,7,5,4,6,6,6,5,68,0,3,2,2,5,NA,4,1992,28,0,3,2.666666667,4,3,2,2,2,2,2,2,3,2,2.615384615,3.583333333,3.714285714,3.4,3,4,4,3,4,4,3,3,2,1,2,3,2,3.833333333,3,2,3,3,2,1,2,3,2,2,2,2,2,2,2,3,3,1,2,3,3,2,2,2,2,2,2,2,3,2,2.916666667
78,5,5,4,3,4,3,3,3,2,3,3,4,4,3,3.25,3,3,3,4,4,2,3,2,3,4,3,3,3,4,3,2,4,1,1,4,4,2,2,4,5,4,4,4,3,4,3,4,1,3,3,4,3,4,2,2,3,4,3,4,5,4,4,4,4,4,2,4,3,4,4,3,4,4,2,4,2,3,3,4,4,3,4,2,4,2,4,4,4,2.916666667,2.583333333,1.833333333,3.166666667,3.5,4,2,3,2,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,2,2,2,2,1,4,4,2,3,4,5,3,4,4,4,4,5,3.8,4,3,4,3,4,4,1,4,1,4,3,2,3,4,4,4,4,5,5,3,7,7,4,6,6,6,1,4,4,2,2,6,56,0,2,1,3,6,1040,10,1980,40,0,5,3.166666667,3.333333333,3,3,2,2,3,3,2,3,3,2.615384615,3.166666667,3.142857143,3.2,2.166666667,4,3,4,4,4,4,3,3,5,1,1,4,3.666666667,3,2,2,2,4,2,2,3,2,1,2,2,2,2,2,2,2,1,2,3,2,5,2,3,2,2,3,2,2,2,2.5
79,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,5,1,1,5,1,1,5,1,2,5,4,4,1,1,5,5,1,1,5,1,5,1,5,5,1,1,1,1,1,5,1,5,5,1,5,5,1,1,1,1,5,5,5,1,5,1,1,1,5,5,5,1,5,1,1,5,1,5,5,1,5,1,1,5,5,1,5,5,3.583333333,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,5,1,1,5,5,5,5,5,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,69,0,3,1,3,2,NA,3,1993,27,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.666666667,5,5,5,5,5,5,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
80,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3.333333333,3,2,2,3,3,2,4,3,3,3,3,2,2,4,3,4,3,3,3,4,4,2,2,4,2,2,2,3,3,4,3,3,3,4,4,3,2,3,3,3,2,4,3,3,3,4,2,4,4,4,3,3,3,2,2,4,2,4,3,2,2,3,2,2,3,2,3,2,4,4,4,4,4,2.75,3.333333333,2.666666667,3.333333333,3.333333333,3,4,4,2,4,3,3,4,3,3,2,3,4,2,4,4,4,2,3,4,4,3,4,3,3,3.6,4,2,4,4,4,4,3,4,2,4,3.5,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,2,5,3,2,7,7,7,7,7,6,5,5,6,5,5,64,0,2,1,1,5,NA,8,1988,32,0,3.5,3.5,3.166666667,4,4,3,3,2,3,3,4,4,3.153846154,3.166666667,3.285714286,3,3.833333333,3.833333333,3,4,4,4,4,6,3,5,6,1,1,4.916666667,3,4,3,2,2,2,3,4,3,3,2,4,2,3,2,2,2,4,4,3,3,3,3,4,2,3,2,4,2,4,2.666666667
81,2,3,5,1,2,5,1,4,2,1,5,5,2,4,3.083333333,5,5,4,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,4,4,5,5,4,5,4,5,5,4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,4,5,4,4,5,4,5,4,4,4,5,5,4,5,5,3,2.666666667,3,2.833333333,3.333333333,4,4,5,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,4,5,5,5,4.6,4,5,5,5,5,5,5,4,4,5,4.7,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,7,6,7,7,6,7,6,7,6,7,6,6,6,7,6,67,1,2,2,4,5,NA,3,1991,29,1,2.5,1.5,4.666666667,1,2,2,1,1,2,1,1,2,2.384615385,4.416666667,4.285714286,4.6,4.166666667,5,5,4,5,5,4,1,2,1,1,2,1,3.833333333,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2.666666667
82,3,3,5,1,1,3,1,5,1,3,4,5,1,3,2.75,2,3,3,3,3,5,5,1,2,2,3,4,3,4,2,2,5,5,2,2,4,2,5,1,5,2,4,5,4,5,5,2,1,1,3,5,5,2,4,2,2,4,3,4,1,3,2,5,4,3,5,5,4,2,3,3,4,3,4,2,4,1,4,1,5,5,2,5,1,3,5,4,4,4.333333333,3.666666667,2.75,3,2.833333333,4,4,1,4,1,2,4,5,2,4,1,1,4,5,5,4,4,2,5,4,1,4,2,2,5,4.4,1,1,5,1,5,2,4,3,5,5,3.2,4,5,5,4,3,4,1,2,1,2,4,4,5,4,5,2,1,1,1,1,1,7,1,7,7,7,7,6,1,6,7,6,68,1,4,2,4,3,NA,4,1992,28,1,3,1.333333333,4.166666667,3,3,3,3,1,4,4,2,3,2.846153846,2.75,2.857142857,2.6,3.166666667,3.333333333,5,4,5,2,1,7,7,7,7,1,7,5.916666667,5,5,4,5,3,2,4,4,2,5,3,4,2,1,4,2,5,1,2,2,4,5,1,1,3,1,3,2,3,4,3.166666667
83,4,5,4,4,5,2,2,4,2,4,4,3,2,4,3.333333333,4,2,2,2,3,4,2,2,4,2,2,2,2,4,2,2,1,1,4,2,2,4,4,2,4,2,2,2,4,4,4,2,2,4,4,1,2,2,4,2,2,4,1,2,4,2,2,4,5,4,2,2,4,2,2,2,4,4,2,4,2,4,2,2,4,2,2,4,1,2,4,4,2,3.583333333,3.5,3.166666667,3.583333333,3.5,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,2,2,2,4,4,4,4,2,2,3.6,4,2,4,5,4,4,4,2,4,5,3.8,4,2,2,2,2,4,4,5,4,4,4,4,2,4,4,4,4,6,5,6,6,6,6,7,6,7,6,5,5,6,5,6,59,1,2,1,1,6,NA,12,1983,37,1,4.5,3.166666667,3.5,4,4,4,3,4,2,4,4,4,3.461538462,3.916666667,4,3.8,3.333333333,3.5,2,4,4,4,4,2,3,2,2,2,2,4.083333333,2,4,4,5,4,4,4,4,4,2,4,4,2,5,4,4,4,2,4,2,4,4,5,4,2,4,4,2,2,2,2.5
84,2,3,4,1,2,4,2,4,1,2,4,4,2,4,2.833333333,4,4,2,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4,5,4,4,4,4,3,4,5,4,3,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,3.083333333,3.416666667,2.916666667,3.083333333,3.083333333,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5,4,5,4,4,4,7,7,7,6,6,6,6,7,6,6,7,6,6,6,6,65,0,3,1,1,5,NA,10,1989,31,0,2.5,1.666666667,4,2,4,3,2,2,2,2,2,2,2.923076923,4.333333333,4.428571429,4.2,4.666666667,4,4,5,4,4,4,1,1,1,2,2,2,3.916666667,2,2,2,1,2,2,3,2,4,2,3,2,2,2,2,1,2,1,1,3,3,2,2,2,2,2,1,2,3,2,2.916666667
85,5,4,3,4,4,2,4,4,4,4,4,3,4,4,3.666666667,4,3,1,2,2,4,2,4,2,2,4,1,2,4,2,2,4,3,3,3,2,4,4,2,2,4,1,4,1,4,4,2,2,3,2,2,3,1,4,4,1,4,4,1,1,1,2,4,4,3,3,2,4,1,1,4,3,3,4,3,2,3,4,3,4,5,2,5,1,2,4,4,2,4.083333333,4.416666667,3.083333333,3.833333333,3.25,4,4,3,3,4,3,4,5,4,4,4,2,4,4,4,4,4,2,4,2,2,3,3,1,3,4,3,3,3,3,3,2,3,3,3,4,3,4,2,4,2,4,4,1,4,2,4,1,2,2,4,5,3,4,2,2,2,6,5,5,7,7,7,2,2,5,4,3,5,44,1,2,1,2,5,2040,11,1968,52,1,4.5,4,3.333333333,3,5,4,4,4,4,4,5,4,4.076923077,3.666666667,3.571428571,3.8,1.666666667,4,2,4,5,3,4,6,6,6,2,3,3,4.666666667,3,3,4,5,4,4,5,5,5,5,5,4,2,2,3,4,4,4,5,5,4,4,4,3,3,4,2,3,3,3,2.75
86,2,4,5,1,3,1,1,3,1,1,2,2,1,5,2.166666667,2,5,4,3,3,3,5,1,5,3,2,3,2,5,1,1,5,1,1,5,5,2,4,1,5,5,1,2,1,4,4,3,2,1,4,4,4,5,1,1,4,2,2,4,5,4,4,4,3,1,5,1,5,4,4,1,4,2,5,2,4,1,5,1,5,5,1,5,1,1,5,5,1,5,1.916666667,1.666666667,3.416666667,1.666666667,4,3,2,4,1,2,2,4,1,4,5,1,4,4,2,2,1,5,5,2,2,5,2,1,5,2.6,1,1,5,5,5,1,2,1,1,5,2.7,4,2,4,1,3,4,1,1,1,4,1,1,4,4,5,4,3,1,7,5,1,5,5,7,6,7,7,5,4,7,7,7,52,1,4,2,4,4,NA,4,1976,44,1,3,1.333333333,3,1,2,3,3,1,1,3,3,4,2.230769231,2.75,2.571428571,3,1.166666667,3.333333333,4,4,5,4,3,7,1,3,7,3,3,5,5,5,5,5,5,5,1,2,2,1,2,2,1,1,1,1,5,1,5,5,3,4,2,2,5,5,5,2,4,4,4.333333333
87,2,2,4,3,4,2,2,5,2,2,3,1,3,4,2.916666667,2,4,1,2,4,4,5,1,1,2,3,3,4,5,1,1,5,1,4,4,4,4,1,5,5,4,2,3,2,5,5,2,2,2,2,4,5,1,5,5,1,4,4,1,2,2,4,5,5,1,5,1,5,4,4,1,2,3,1,5,4,4,3,4,4,5,1,5,1,2,4,4,2,3.916666667,4.416666667,1.666666667,3.333333333,2.166666667,1,1,1,1,1,1,1,5,4,4,2,2,1,2,5,4,2,1,5,1,1,1,2,1,2,2.8,1,2,5,4,2,1,2,3,2,5,2.7,1,1,1,1,2,1,1,2,1,1,1,4,5,2,4,1,4,1,5,1,5,5,1,6,7,5,1,1,6,1,1,1,38,1,2,1,1,3,NA,2,1962,58,1,2,2.666666667,3.166666667,2,5,4,2,1,5,4,3,2,2.923076923,2,1,3.4,1.5,1.333333333,5,2,4,1,4,7,3,7,3,3,7,4.666666667,2,2,5,5,4,4,5,5,5,4,4,2,1,1,2,2,1,1,4,4,4,4,2,1,5,5,5,4,3,1,3.833333333
88,1,3,5,3,2,4,4,5,1,3,4,4,3,5,3.583333333,3,5,2,3,4,4,2,4,4,5,3,5,4,5,2,3,5,4,4,5,4,4,3,4,4,4,5,4,2,3,3,4,4,4,5,3,3,3,3,3,3,4,4,4,4,2,3,4,5,3,4,4,5,4,5,5,5,2,4,4,3,3,4,4,4,4,5,4,3,3,4,4,4,3.166666667,3.333333333,2.416666667,3.166666667,2.833333333,3,3,4,3,4,4,4,5,3,5,4,4,4,4,5,4,4,3,5,4,4,4,3,3,5,4.2,4,2,4,5,5,4,3,4,4,4,3.9,4,3,4,5,4,4,5,5,4,3,4,3,4,5,4,4,3,5,7,4,5,7,5,6,7,7,6,7,7,7,7,7,55,1,3,1,1,5,NA,5,1979,41,1,2,2.666666667,4.5,1,4,3,2,4,2,1,1,2,2.615384615,3.833333333,3.571428571,4.2,4,4,4,5,4,4,3,3,1,4,3,1,3,4.583333333,3,2,1,3,3,2,3,3,2,2,4,3,1,1,1,2,2,2,1,4,2,2,3,3,3,2,1,1,4,2,3.166666667
89,5,6,5,1,1,5,1,5,1,1,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,71,1,2,2,4,6,NA,2,1995,25,1,5.5,1,5,1,1,1,1,1,1,1,1,1,2.230769231,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
90,3,4,4,3,4,1,5,5,4,2,5,5,2,4,3.666666667,3,5,2,2,2,3,5,4,4,1,4,1,1,3,5,3,4,3,4,3,2,5,3,4,2,4,1,5,4,5,4,5,3,4,4,2,3,2,4,3,2,5,4,4,4,4,3,4,3,4,2,3,3,4,4,5,4,5,4,4,5,4,1,4,4,5,5,5,2,5,4,5,3,3.083333333,3.333333333,3.416666667,3.666666667,3.25,4,4,5,4,5,5,5,5,4,5,5,3,4,4,4,5,4,1,5,5,4,3,4,4,3,4.2,3,4,4,4,4,3,4,4,5,5,4,4,5,4,4,5,4,4,4,5,4,3,4,4,5,5,5,5,6,7,6,7,7,7,5,7,6,7,7,7,7,6,7,68,0,3,1,1,5,NA,1,1992,28,0,3.5,3.333333333,4,1,4,4,4,1,2,5,5,5,3.461538462,4.5,4.571428571,4.4,4.166666667,4.166666667,4,5,5,5,5,2,1,2,1,1,1,3.916666667,2,2,1,4,1,3,4,4,2,2,2,3,3,2,3,4,2,4,5,2,1,3,4,3,2,3,1,2,1,2,2.75
91,1,6,5,3,2,5,4,5,4,4,5,4,3,5,4.083333333,4,3,1,3,4,4,4,3,2,1,5,2,2,3,3,4,4,3,3,2,2,3,3,2,4,4,2,4,1,4,4,3,1,4,3,1,4,4,3,1,2,4,4,1,2,2,4,4,4,4,1,5,4,1,1,4,4,4,1,3,1,1,4,1,5,4,1,4,2,1,5,5,1,4.666666667,3.416666667,3.166666667,3.916666667,4.25,4,4,1,2,4,3,3,4,4,5,4,4,4,3,4,3,4,3,3,3,1,4,4,4,4,3.6,4,3,4,4,5,3,4,3,3,5,3.8,4,4,4,4,4,3,1,4,1,4,3,2,4,4,4,3,4,7,7,4,7,7,5,7,7,7,7,5,6,7,7,7,29,0,3,4,NA,3,1300,10,1953,67,0,3.5,3.333333333,4.833333333,3,5,3,2,2,4,5,4,4,3.692307692,3.5,3,4.2,2.5,3.833333333,4,4,4,3,4,1,1,4,1,1,3,4.166666667,5,5,5,4,5,5,2,4,5,4,4,2,3,2,4,4,4,2,4,5,3,5,5,2,2,1,2,2,2,3,1.75
92,3,3,5,4,3,5,4,5,4,5,4,5,4,5,4.416666667,3,3,2,1,3,3,3,3,2,1,5,3,2,3,3,5,3,4,3,3,1,4,4,1,2,5,1,5,1,5,5,1,1,4,4,2,2,1,5,4,1,5,5,2,1,1,1,5,5,5,2,5,1,1,1,5,5,4,1,5,2,1,3,1,5,5,2,5,1,3,5,5,1,4.583333333,4.833333333,3.833333333,4.666666667,4.75,5,5,3,3,4,4,5,5,5,5,5,5,5,5,4,5,5,2,5,2,2,3,3,1,3,4.8,5,5,5,5,4,5,5,4,3,5,4.6,4,2,5,2,5,5,1,4,1,3,3,1,4,5,5,5,3,7,1,4,1,7,7,7,7,7,7,4,4,7,7,7,69,1,2,1,1,5,NA,10,1993,27,1,3,4,4.833333333,3,4,5,3,3,4,5,3,4,3.692307692,4.5,4.142857143,5,1.666666667,4.333333333,4,5,5,5,3,1,7,4,7,1,1,4.75,5,5,4,5,3,5,5,5,4,5,5,5,3,3,3,5,5,4,5,5,5,5,4,4,1,1,1,1,2,1,1.25
93,6,5,3,4,4,2,5,4,5,4,4,3,3,4,3.75,4,1,1,2,2,3,4,4,4,3,4,1,2,3,3,4,3,2,4,3,3,4,4,3,2,4,2,4,3,4,4,2,3,4,4,2,3,2,4,4,3,4,3,2,2,2,2,3,3,4,2,3,2,2,2,4,3,4,2,4,2,3,3,3,4,4,2,4,2,2,4,4,2,3.75,3.666666667,3.333333333,3.75,3.833333333,5,5,5,4,5,5,5,5,2,4,4,5,5,4,4,5,4,4,3,3,4,4,3,3,3,4.4,4,4,4,3,4,3,4,4,4,4,3.8,4,4,4,4,5,4,4,4,3,4,2,2,4,5,5,5,5,7,7,6,4,4,4,7,7,7,7,6,7,4,4,4,63,0,2,1,1,5,NA,8,1987,33,0,5.5,4.166666667,3.333333333,5,5,4,4,2,2,3,5,4,3.769230769,4.5,4.857142857,4,3.166666667,4.166666667,4,5,5,5,5,1,1,2,4,4,4,4.75,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,3,4,3,2,3,2,3,2,2,2.166666667
